"text","author"
"I suppose some astonishment was exhibited in my countenance, for Mr. Kirwin hastened to say, ""Immediately upon your being taken ill, all the papers that were on your person were brought me, and I examined them that I might discover some trace by which I could send to your relations an account of your misfortune and illness.","MWS"
"As the doctor put him to bed he could only mutter over and over again, ""But what, in God's name, can we do?""","HPL"
"I am Romnod, and born of the blood of Teloth, but am not old in the ways of the granite city, and yearn daily for the warm groves and the distant lands of beauty and song.","HPL"
"Books were apparently being flung about and papers wildly rustled, and upon stepping to the door Mr. Ward beheld the youth within, excitedly assembling a vast armful of literary matter of every size and shape.","HPL"
"They fled they knew not whither; and the citizens were filled with greater dread, at the convulsion which ""shook lions into civil streets;""-birds, strong-winged eagles, suddenly blinded, fell in the market-places, while owls and bats shewed themselves welcoming the early night.","MWS"
"Clumps of wild flowers grew everywhere, luxuriantly, in the interspaces.","EAP"
"It soon developed that I had only a choice between different evils, but after a time I came upon a house in West Fourteenth Street which disgusted me much less than the others I had sampled.","HPL"
"In return, however, I received only a telegram from Bellows Falls which read thus: APPRECIATE YOUR POSITION BUT CAN DO NOTHING.","HPL"
"Could it be that I was face to face with intellectual emanations which would explain the mystery if I could but learn to discover and read them?","HPL"
"He, passionate, studious, austere, and having already a bride in his Art; she a maiden of rarest beauty, and not more lovely than full of glee; all light and smiles, and frolicsome as the young fawn; loving and cherishing all things; hating only the Art which was her rival; dreading only the pallet and brushes and other untoward instruments which deprived her of the countenance of her lover.","EAP"
"The poetry in this issue includes work from the pens of J. E. Hoag, H. P. Lovecraft, Rev.","HPL"
"That evening, after a day of hurried cabling and arranging, I bade my host adieu and took a train for San Francisco.","HPL"
"He raised her and smiled with such kindness and affection that I felt sensations of a peculiar and overpowering nature; they were a mixture of pain and pleasure, such as I had never before experienced, either from hunger or cold, warmth or food; and I withdrew from the window, unable to bear these emotions.","MWS"
"I renounced it to gain -no matter what-for that also I have lost.","MWS"
"It was not the Castilian conquistador or the American pioneer, but the ancient and noble Aztec, whom imagination called to view when the silent peon would rise in the early morning and gaze in fascination at the sun as it crept above the eastern hills, meanwhile stretching out his arms to the orb as if in the performance of some rite whose nature he did not himself comprehend.","HPL"
"All in the immediate vicinity of the ship is the blackness of eternal night, and a chaos of foamless water; but, about a league on either side of us, may be seen, indistinctly and at intervals, stupendous ramparts of ice, towering away into the desolate sky, and looking like the walls of the universe.","EAP"
"Reaching for his handkerchief before rising to leave, Dr. Willett's fingers closed upon a piece of paper in his pocket which had not been there before, and which was companioned by the candles and matches he had seized in the vanished vault.","HPL"
"He knew that the creature on the dais was without doubt the high-priest not to be described, of which legend whispers such fiendish and abnormal possibilities, but he feared to think just what that abhorred high-priest might be.","HPL"
"From the load itself came the earthly smell.","EAP"
"Wherefore should this be?","MWS"
"My father was in the mean time overjoyed, and, in the bustle of preparation, only recognised in the melancholy of his niece the diffidence of a bride.","MWS"
"Thought of this titanic mountain rampart 700 miles away inflamed our deepest sense of adventure; and we rejoiced that our expedition, if not ourselves personally, had been its discoverers.","HPL"
"And whether the sea was rough or calm, and whether the wind was friendly or adverse, it would always glide smoothly and silently, its sails distent and its long strange tiers of oars moving rhythmically.","HPL"
"Now this, I say, is a diddle minute-for one entire moiety of the sum borrowed has to be paid to the gentleman who had the trouble of performing the insult, and who had then to stand still and be thrashed for performing it.","EAP"
"The ashes in that grave will be those of your own unaltered bone and sinew - of the real Charles Dexter Ward whose mind you watched from infancy - the real Charles with the olive-mark on his hip and without the black witch-mark on his chest or the pit on his forehead.","HPL"
